sample_idx,true_class,predicted_class,predicted_confidence,true_label,predicted_label,is_correct,source_json,warning_type
158,0,0,0.8700629503284333,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_158.json,none
159,1,1,0.7256234310283516,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_159.json,none
160,0,1,0.37283246884040094,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_160.json,strong_warning
161,0,1,0.6553841349128229,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_161.json,none
162,0,0,0.9461527248372037,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_162.json,none
163,0,1,0.7669817049022771,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_163.json,none
164,0,0,0.8692035428997196,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_164.json,none
165,0,0,0.897861160214367,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_165.json,none
166,1,0,0.5117461312982451,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_166.json,strong_warning
167,0,0,0.8206431749448857,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_167.json,none
168,0,1,0.6209059411456258,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_168.json,none
169,0,0,0.9376678718503331,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_169.json,none
170,0,0,0.7430067878056261,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_170.json,weak_warning
171,1,0,0.83109725204528,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_171.json,none
172,0,0,0.9121382239458128,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_172.json,none
173,0,0,0.915163126952277,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_173.json,none
174,0,0,0.8895031576474591,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_174.json,none
175,1,0,0.6708553654670374,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_175.json,strong_warning
176,0,0,0.8865782715228899,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_176.json,none
177,0,0,0.847163689883728,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_177.json,none
178,0,0,0.6356528797988594,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_178.json,strong_warning
179,1,1,0.43670692753244544,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_179.json,strong_warning
180,1,0,0.9187063156928924,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_180.json,none
181,1,1,0.44311974764418416,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_181.json,strong_warning
182,0,0,0.8777891669809488,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_182.json,none
183,1,0,0.7024319736748286,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_183.json,strong_warning
184,1,1,0.4470097588762739,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_184.json,strong_warning
185,0,0,0.9252240671095365,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_185.json,none
186,0,0,0.8596948680889563,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_186.json,none
187,1,1,0.6621073027155657,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_187.json,none
188,0,1,0.74254075727127,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_188.json,none
189,1,1,0.8216339080925346,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_189.json,none
190,0,0,0.9128266017473063,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_190.json,none
191,0,0,0.8958188038860337,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_191.json,none
192,0,0,0.9140677632196528,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_192.json,none
193,1,0,0.6127970320722846,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_193.json,strong_warning
194,0,0,0.686432690246304,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_194.json,strong_warning
195,0,1,0.42499260451766235,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_195.json,strong_warning
196,1,0,0.9014762937216729,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_196.json,none
197,1,1,0.7522866283730384,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_197.json,none
198,0,0,0.6471451384266341,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_198.json,strong_warning
199,0,0,0.8870816180776948,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_199.json,none
200,0,0,0.7014551922044954,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_200.json,strong_warning
201,0,1,0.5527255490713734,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_201.json,weak_warning
202,1,1,0.6735323620994362,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_202.json,none
203,1,0,0.6987543649021095,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_203.json,strong_warning
204,0,0,0.7639764536649659,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_204.json,weak_warning
205,0,0,0.6884462643077259,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_205.json,strong_warning
206,0,0,0.9273728467810621,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_206.json,none
207,0,0,0.6196990647561816,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_207.json,strong_warning
208,0,0,0.9345748240281554,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_208.json,none
209,1,1,0.4749052193567337,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_209.json,strong_warning
210,0,0,0.6869923021185735,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_210.json,strong_warning
211,1,1,0.6974498871945425,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_211.json,none
212,0,1,0.5731992940975996,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_212.json,weak_warning
213,0,0,0.5798460437403344,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_213.json,strong_warning
214,0,1,0.6014678992335468,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_214.json,weak_warning
215,0,0,0.8580166293965592,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_215.json,none
216,0,0,0.7781612571426108,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_216.json,weak_warning
217,0,0,0.8464866746983352,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_217.json,none
218,0,1,0.6128266514735596,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_218.json,none
219,0,0,0.6804829412652916,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_219.json,strong_warning
220,0,0,0.9222717435629253,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_220.json,none
221,1,1,0.708543750069091,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_221.json,none
222,0,0,0.630150667533684,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_222.json,strong_warning
223,1,1,0.7603809222301385,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_223.json,none
224,0,0,0.765937914972715,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_224.json,weak_warning
225,0,0,0.6089310034630835,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_225.json,strong_warning
226,0,0,0.7975591714085423,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_226.json,weak_warning
227,0,0,0.8954477662037411,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_227.json,none
228,0,0,0.670843015679521,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_228.json,strong_warning
229,1,0,0.8197210872954481,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_229.json,none
230,0,1,0.5305724409056015,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_230.json,weak_warning
231,1,0,0.7264902377411809,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_231.json,weak_warning
232,0,1,0.6682312714003624,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_232.json,none
233,1,0,0.6859848082647875,BAD CREDIT RISK,GOOD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_233.json,strong_warning
234,0,0,0.8276386241649851,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_234.json,none
235,0,0,0.8592886411194056,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_235.json,none
236,1,1,0.5423945551378394,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_236.json,weak_warning
237,0,0,0.9360216134791183,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_237.json,none
238,1,1,0.7593996721053538,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_238.json,none
239,0,0,0.7804583100207183,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_239.json,weak_warning
240,0,0,0.9116652330891156,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_240.json,none
241,0,0,0.6568773726399856,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_241.json,strong_warning
242,0,0,0.9228601150035158,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_242.json,none
243,0,0,0.7939521769941876,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_243.json,weak_warning
244,0,0,0.8603490682405497,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_244.json,none
245,1,1,0.41611494103568986,BAD CREDIT RISK,BAD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_245.json,strong_warning
246,0,0,0.8654538167937649,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_246.json,none
247,0,0,0.8603390243665883,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_247.json,none
248,0,0,0.7914935462586294,GOOD CREDIT RISK,GOOD CREDIT RISK,True,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_248.json,weak_warning
249,0,1,0.4657978789600138,GOOD CREDIT RISK,BAD CREDIT RISK,False,/root/AML/SHAP/Test Dataset Local Shap 25/shap_tuples_non_prefix_249.json,strong_warning
